id,state,name,bucket,recommendedAction,reason,status,leadType,likelyLayer,hasCoordinate,priority
wi-lead-cnf-himley-lake-coordinate-rescue,WI,Himley Lake,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Rustic / Primitive or Boondocking / Dispersed,no,Medium
wi-lead-cnf-turtle-lake-coordinate-rescue,WI,Turtle Lake CNF lead,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue,Rustic / Primitive or Boondocking / Dispersed,no,Medium
wi-lead-cnf-lincoln-lake-perch-lake-armstrong-creek-coordinate-rescue,WI,Lincoln Lake / Perch Lake / Armstrong Creek CNF hard-lead set,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",coordinate_rescue,coordinate_rescue / duplicate_watch,Rustic / Primitive or Boondocking / Dispersed,no,Medium
wi-lead-marinette-county-forest-permit-rule-areas,WI,Marinette County forest permit/rule camping areas,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",area_outline_followup,area_outline_followup / agency_contact_needed,Boondocking / Dispersed or Info / Reference,no,High
wi-lead-florence-county-forest-permit-rule-areas,WI,Florence County forest permit/rule camping areas,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",area_outline_followup,area_outline_followup / agency_contact_needed,Boondocking / Dispersed or Info / Reference,no,High
wi-lead-oconto-machickanee-permit-area-geometry-upgrade,WI,Oconto County / Machickanee permit areas A–M,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",area_outline_followup,area_outline_followup / duplicate_watch,Boondocking / Dispersed,no,Medium-High
wi-lead-chippewa-flowage-primitive-island-campsite-coordinate-rescue,WI,Chippewa Flowage primitive island campsites,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",unattainable_from_accessible_sources,coordinate_rescue / unattainable_from_accessible_sources,Boat / Backpack,no,High
wi-lead-turtle-flambeau-individual-site-geometry-upgrade,WI,Turtle-Flambeau Scenic Waters Area individual campsite coordinate/geometry upgrade,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",area_outline_followup,gis_extraction_needed / duplicate_watch,Boat / Backpack,no,Medium
wi-lead-willow-flowage-lower-tomahawk-site-geometry-upgrade,WI,Willow Flowage / Lower Tomahawk River campsite coordinate/geometry upgrade,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",area_outline_followup,gis_extraction_needed / duplicate_watch,Boat / Backpack,no,Medium
wi-lead-brule-river-state-forest-backpack-rule-area,WI,Brule River State Forest backpack camping rule area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",area_outline_followup,area_outline_followup / agency_contact_needed,Boat / Backpack or Boondocking / Dispersed rule-area marker,no,Medium
wi-lead-cnf-forestwide-dispersed-area-geometry,WI,Chequamegon-Nicolet NF forestwide dispersed camping area geometry,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",area_outline_followup,area_outline_followup / gis_extraction_needed,Boondocking / Dispersed / Area,no,High
mi-lead-hiawatha-rapid-river-manistique-dispersed-rule-area,MI,Hiawatha NF Rapid River / Manistique dispersed camping rule area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",area_outline_followup,gis_extraction_needed / area_outline_followup,Boondocking / Dispersed or Info / Reference,no,High
mi-lead-hiawatha-nf-admin-boundary-surface-ownership-outline,MI,Hiawatha NF boundary + surface ownership overlay,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",gis_extraction_needed,gis_extraction_needed,Info / Reference / Boondocking support geometry,no,High
mi-lead-ottawa-nf-dispersed-camping-rule-area,MI,Ottawa National Forest dispersed camping rule area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",active_area_marker_added_geometry_still_needed,gis_extraction_needed / area_outline_followup,Boondocking / Dispersed or Info / Reference,no,High
mi-lead-ottawa-nf-western-up-forest-road-community-clusters,MI,Ottawa NF / western UP forest-road community boondocking clusters,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",community_review,community_review / gis_extraction_needed,Boondocking / Dispersed,no,Medium-High
mi-lead-delta-county-forestland-rustic-permit-rule-area,MI,Delta County Forestland rustic / permit camping rule area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",agency_contact_needed,agency_contact_needed / area_outline_followup,Boondocking / Dispersed or Rustic / Primitive rule-area,no,High
mi-lead-marquette-county-forest-registration-rule-area,MI,Marquette County Forest camping registration / rule area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",agency_contact_needed,agency_contact_needed / area_outline_followup,Boondocking / Dispersed or Info / Reference,no,High
mi-lead-gogebic-county-forest-remote-camping-special-use-permit,MI,Gogebic County Forest remote camping special-use permit rule area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",agency_contact_needed,agency_contact_needed / area_outline_followup,Boondocking / Dispersed or Info / Reference,no,Medium-High
mi-lead-mi-dnr-state-forest-dispersed-camping-up-rule-area,MI,Michigan DNR State Forest dispersed camping — UP rule area,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",active_area_marker_added_geometry_still_needed,gis_extraction_needed / area_outline_followup,Boondocking / Dispersed / Info / Reference,no,High
mi-lead-up-route-corridor-greenbay-ishpeming-boondocking,MI,Green Bay → Menominee → Iron Mountain → Ishpeming UP route-corridor boondocking leads,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",community_review,community_review / coordinate_rescue,Boondocking / Dispersed / Rustic / Primitive,no,Medium
mi-lead-manistique-haywire-grade-hiawatha-atv-route-camping-review,MI,Manistique → Haywire Grade → Hiawatha → Munising/Marquette ATV route camping review,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",community_review,community_review / route_corridor_review,Boondocking / Dispersed or Info / Reference,no,Low-Medium
mi-lead-gooseneck-lyman-camp7-hiawatha-cluster-review,MI,Gooseneck / Lyman / Camp 7 lakes Hiawatha cluster,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",partially_resolved_active_add,community_review / coordinate_rescue,Rustic / Primitive or Boondocking / Dispersed,no,Medium
mi-lead-hiawatha-mvum-discrete-primitive-site-coordinate-rescue,MI,Hiawatha NF MVUM / discrete primitive site coordinate rescue backlog,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",coordinate_rescue,coordinate_rescue / gis_extraction_needed,Rustic / Primitive / Boondocking / Dispersed,no,Medium
mi-lead-forest-service-surface-ownership-up-inholdings-support,MI,UP federal forest surface-ownership / inholding exclusion support layer,AREA_RULE_COMMUNITY_OR_OVERLAY_CANDIDATE,Evaluate as area/rule/community marker or overlay candidate; do not force exact campground coordinates.,"Looks like rule-area, boondocking, community, WMA/forest, permit, GIS, or overlay work.",gis_extraction_needed,gis_extraction_needed,Info / Reference support / QA support,no,Medium
co-lead-alamosa-campground-layer-audit,CO,Alamosa Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,needs_supervisor_review,layer_correction_candidate,Rustic / Primitive,no,High
co-lead-antero-reservoir-south-shore-proof,CO,Antero Reservoir South Shore Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,agency_contact_needed,proof_rescue,Needs Verification,no,Medium
co-lead-clear-creek-reservoir-proof,CO,Clear Creek Reservoir Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,agency_contact_needed,proof_rescue,Needs Verification,no,Medium
co-lead-lone-duck-campground-proof,CO,Lone Duck Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,needs_supervisor_review,proof_rescue / target-type review,Needs Verification,no,Medium
co-lead-pingree-park-proof,CO,Pingree Park,TRUE_LEAD_RESEARCH_OR_EXTERNAL,Keep as lead until proof/geometry/status is resolved.,"Still has a proof, geometry, legality, duplicate, or current-status blocker.",needs_supervisor_review,proof_rescue / target-type review,Needs Verification,no,Medium
co-lead-john-martin-reservoir-sp-supervisor,CO,John Martin Reservoir State Park,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",needs_supervisor_review,supervisor_review,Modern or Rustic / Primitive — verify by campground/unit,no,High
co-lead-lake-pueblo-sp-supervisor,CO,Lake Pueblo State Park,REJECT_DUPLICATE_OR_CLOSURE_REVIEW,"Review for rejected ledger, duplicate merge, or closure/status note.","Status/action fields contain duplicate, wrong-state, closure, malformed, or do-not-import language.",needs_supervisor_review,supervisor_review,Modern or Rustic / Primitive — verify by campground/unit,no,High
co-lead-hornsilver-campground-layer-audit,CO,Hornsilver Campground,ORDINARY_CAMPGROUND_COORDINATE_RESCUE,Run practical address-to-map rescue; entrance/campground-area coordinate can be acceptable with honest popup.,Looks like ordinary campground/operator/city/county record held mainly for coordinate/source cleanup.,needs_supervisor_review,layer_correction_candidate,Needs Verification,no,Medium
