priority,state,id,name,layer,lat,lng,risk_signals,recommended_action,notes
P1,KS,ks-miami-sfl-earthen-pier-09,Miami State Fishing Lake — Earthen Pier Primitive Camping Point 9,Rustic / Primitive,38.41927,-94.79482,proxy-feature wording/name (review if used as exact campsite); vague/uncertain wording in non-boondocking record; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks_usace_big_hill_mound_valley,"Mound Valley, Big Hill Lake",Modern Campgrounds,37.2694444,-95.4583333,proxy-feature wording/name (review if used as exact campsite); broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks-neosho-sfl-shelterhouse-reservable-camping,Neosho State Fishing Lake — Shelterhouse Reservable Camping,Rustic / Primitive,37.421092,-95.195642,vague/uncertain wording in non-boondocking record; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks-ottawa-sfl-willow-point-primitive,Ottawa State Fishing Lake — Willow Point,Rustic / Primitive,39.115006,-97.569038,vague/uncertain wording in non-boondocking record; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks-ottawa-sfl-wood-duck-cove-primitive,Ottawa State Fishing Lake — Wood Duck Cove,Rustic / Primitive,39.11055,-97.566942,vague/uncertain wording in non-boondocking record; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks_usace_pomona_outlet,"Outlet, Pomona Lake",Modern Campgrounds,38.6458333,-95.5597222,proxy-feature wording/name (review if used as exact campsite); vague/uncertain wording in non-boondocking record; Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks-pottawatomie-sfl-1-primitive-campsites,Pottawatomie State Fishing Lake No. 1 — Primitive Camp Sites,Rustic / Primitive,39.47227,-96.40907,vague/uncertain wording in non-boondocking record; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks-santa-fe-lake-campground,Santa Fe Lake Campground,Modern Campgrounds,37.70289538,-97.05285118,Modern layer conflicts with rustic/no-service wording,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks_usace_perry_slough_creek,"Slough Creek, Perry Lake",Modern Campgrounds,39.1347222,-95.4305556,proxy-feature wording/name (review if used as exact campsite); Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks_usace_wilson_sylvan_park,"Sylvan Park, Wilson Lake",Modern Campgrounds,38.9683333,-98.4916667,proxy-feature wording/name (review if used as exact campsite); Modern layer lacks visible modern-service proof in record text; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks_usace_kanopolis_venango_park,"Venango Park, Kanopolis Lake",Modern Campgrounds,38.6330556,-97.9875,proxy-feature wording/name (review if used as exact campsite); Modern layer conflicts with rustic/no-service wording; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks-wellington-lake-campground,Wellington Lake Campground,Modern Campgrounds,37.21600006,-97.52000028,Modern layer conflicts with rustic/no-service wording,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KS,ks-w3-winfield-city-lake-camping-zones,Winfield City Lake designated camping zones,Modern Campgrounds,37.34600013,-96.89600097,Modern layer conflicts with rustic/no-service wording; broad park/forest/lake/river/system name; review as area/rule or component split,"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KY,ky-chadwell-gap-backcountry-campsite-v23136,Chadwell Gap Backcountry Campsite,Boat / Backpack,36.668761,-83.516715,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
P1,KY,ky-claylick-boat-in-campground-v23136,Claylick Boat-in Campground,Boat / Backpack,38.0592388,-83.47144672,proxy-feature wording/name (review if used as exact campsite),"High-priority manual review: possible wrong feature, wrong access type, fake precision, or contradicted service layer.",Automated risk flag only; user-approved nuance: boondocking/community vagueness and park/campground entrances are not automatic defects.
